Borough,Admin District,Geographical District,PE Works Cohort,DBN,School Level ,Student Enrollment,Full Time Licensed PE Teachers*,F Status PE Teachers*,Itinerant PE Teachers*,Sum of F Status and Itinerant,Total Part Time and Full Time Licensed PE Teachers*,Shared Licensed PE Teachers with Another School*,Ratio of Full Time Licensed PE Teachers to Students*
Queens,27,27,3,27Q297,Junior High-Intermediate-Middle,344,2,,,,2,,1:172
Queens,27,27,3,27Q302,High School,380,3,,,,3,,1:127
Queens,27,27,3,27Q306,Elementary,397,1,,,,1,,1:397
Queens,27,27,3,27Q308,High School,596,3,,,,3,,1:199
Queens,27,27,3,27Q309,Secondary School,566,4,,,,4,,1:142
Queens,27,27,3,27Q314,High School,165,1,,,,1,,1:165
Queens,27,27,3,27Q316,Elementary,137,1,,,,1,,1:137
Queens,27,27,3,27Q317,Elementary,409,1,,,,1,,1:409
Queens,27,27,3,27Q318,Junior High-Intermediate-Middle,207,1,,,,1,,1:207
Queens,27,27,3,27Q319,Junior High-Intermediate-Middle,296,1,,,,1,,1:296
Queens,27,27,3,27Q323,Secondary School,1295,3,,,,3,,1:432
Queens,27,27,3,27Q324,High School,321,2,,,,2,,1:161
Queens,27,27,3,27Q333,K-8,445,,,,,0,,0
Queens,27,27,3,27Q334,High School,174,,,,,0,,0
Queens,27,27,3,27Q351,High School,337,2,,,,2,,1:169
Queens,27,27,3,27Q362,Elementary,466,,,,,0,,0
Queens,27,27,3,27Q400,High School,368,3,,,,3,,1:123
Queens,27,27,3,27Q475,High School,1802,10,,,,10,,1:180
Queens,27,27,3,27Q480,High School,2101,13,,,,13,,1:150
Queens,27,27,3,27Q650,High School,963,5,,,,5,,1:193
Queens,28,28,3,28Q008,Junior High-Intermediate-Middle,339,2,,,,2,,1:170
Queens,28,28,3,28Q040,Elementary,468,,,,,0,,0
Queens,28,28,3,28Q048,Elementary,505,1,,,,1,,1:505
Queens,28,28,3,28Q050,Elementary,705,,,,,0,,0
Queens,28,28,3,28Q054,Elementary,554,,,,,0,,0
Queens,28,28,3,28Q055,Elementary,452,,,,,0,,0
Queens,28,28,3,28Q072,Junior High-Intermediate-Middle,570,2,,,,2,,1:285
Queens,28,28,3,28Q080,Elementary,476,,,,,0,,0
Queens,28,28,3,28Q082,Elementary,626,1,,,,1,,1:626
Queens,28,28,3,28Q086,Elementary,854,,,,,0,,0
Queens,28,28,3,28Q099,Elementary,804,,,,,0,,0
Queens,28,28,3,28Q101,Elementary,593,1,,,,1,,1:593
Queens,28,28,3,28Q117,Elementary,941,,,,,0,,0
Queens,28,28,3,28Q121,Elementary,875,,,,,0,,0
Queens,28,28,3,28Q139,Elementary,786,,,,,0,,0
Queens,28,28,3,28Q140,Elementary,455,,,,,0,,0
Queens,28,28,3,28Q144,Elementary,788,1,,,,1,,1:788
Queens,28,28,3,28Q157,Junior High-Intermediate-Middle,1583,3,,,,3,,1:528
Queens,28,28,3,28Q160,Elementary,607,,,,,0,,0
Queens,28,28,3,28Q161,Elementary,646,,,,,0,,0
Queens,28,28,3,28Q167,Secondary School,812,5,,,,5,,1:162
Queens,28,28,3,28Q174,Elementary,634,,,,,0,,0
Queens,28,28,3,28Q175,Elementary,700,1,,,,1,,1:700
Queens,28,28,3,28Q182,Elementary,866,,,,,0,,0
Queens,28,28,3,28Q190,Junior High-Intermediate-Middle,1022,4,,,,4,,1:256
Queens,28,28,3,28Q196,Elementary,868,,1,,1,1,,0
Queens,28,28,3,28Q206,Elementary,542,,,,,0,,0
Queens,28,28,3,28Q217,Junior High-Intermediate-Middle,1519,3,,,,3,,1:506
Queens,28,28,3,28Q220,Elementary,638,,,,,0,,0
Queens,28,28,3,28Q284,Secondary School,613,3,,,,3,,1:204
Queens,28,28,3,28Q287,Junior High-Intermediate-Middle,303,2,,,,2,,1:152
Queens,28,28,3,28Q303,Elementary,158,,,,,0,,0
Queens,28,28,3,28Q310,Secondary School,623,2,,,,2,,1:312
Queens,28,28,3,28Q312,Elementary,65,,,,,0,,0
Queens,28,28,3,28Q325,High School,455,2,,,,2,,1:228
Queens,28,28,3,28Q328,High School,433,1,,,,1,,1:433
Queens,28,28,3,28Q332,Junior High-Intermediate-Middle,193,1,,,,1,,1:193
Queens,28,28,3,28Q338,High School,117,1,,,,1,,1:117
Queens,28,28,3,28Q349,Elementary,70,,,,,0,,0
Queens,28,28,3,28Q350,High School,479,3,,,,3,,1:160
Queens,28,28,3,28Q354,Elementary,578,2,,,,2,,1:289
Queens,28,28,3,28Q358,Junior High-Intermediate-Middle,123,,,,,0,,0
Queens,28,28,3,28Q440,High School,3723,12,,,,12,,1:310
Queens,28,28,3,28Q505,High School,3100,17,,,,17,,1:194
Queens,28,28,3,28Q620,High School,2074,8,,,,8,,1:259
Queens,28,28,3,28Q680,Secondary School,716,3,,,,3,,1:239
Queens,28,28,3,28Q686,High School,1033,6,,,,6,,1:172
Queens,28,28,3,28Q687,High School,431,2,,,,2,,1:216
Queens,28,28,3,28Q690,High School,557,3,,,,3,,1:186
Queens,28,28,3,28Q896,Secondary School,544,2,,,,2,,1:181
Queens,29,29,1,29Q015,Elementary,407,1,,,,1,,1:407
Queens,29,29,1,29Q033,Elementary,1012,,,,,0,,0
Queens,29,29,1,29Q034,Elementary,511,1,,,,1,,1:511
Queens,29,29,1,29Q035,Elementary,578,,,,,0,,0
Queens,29,29,1,29Q036,Elementary,452,,,,,0,,0
Queens,29,29,1,29Q037,Elementary,477,1,,,,1,,1:477
Queens,29,29,1,29Q038,Elementary,202,1,,,,1,,1:202
Queens,29,29,1,29Q052,Elementary,428,,,,,0,,0
Queens,29,29,1,29Q059,Junior High-Intermediate-Middle,518,3,,,,3,,1:173
Queens,29,29,1,29Q095,Elementary,1447,1,,,,1,,1:1447
Queens,29,29,1,29Q109,Junior High-Intermediate-Middle,930,2,,,,2,,1:465
Queens,29,29,1,29Q116,K-8,650,1,,,,1,,1:650
Queens,29,29,1,29Q118,Elementary,467,,,,,0,,0
Queens,29,29,1,29Q131,Elementary,813,1,,,,1,,1:813
Queens,29,29,1,29Q132,Elementary,318,1,,,,1,,1:318
Queens,29,29,1,29Q134,Elementary,382,,,,,0,,0
Queens,29,29,1,29Q135,Elementary,895,1,,,,1,,1:895
Queens,29,29,1,29Q136,Elementary,545,,,,,0,,0
Queens,29,29,1,29Q138,K-8,713,1,,,,1,,1:713
Queens,29,29,1,29Q147,K-8,564,1,,,,1,,0
Queens,29,29,1,29Q156,Elementary,257,1,,,,1,,1:257
Queens,29,29,1,29Q176,Elementary,667,,,,,0,,0
Queens,29,29,1,29Q181,Elementary,333,1,,,,1,,1:333
Queens,29,29,1,29Q192,Junior High-Intermediate-Middle,469,1,,,,1,,1:469
Queens,29,29,1,29Q195,Elementary,532,,,,,0,,0
Queens,29,26,1,29Q208,K-8,712,3,,,,3,,1:237
Queens,29,29,1,29Q238,Junior High-Intermediate-Middle,1431,4,,,,4,,1:358
Queens,29,29,1,29Q243,High School,264,1,,,,1,,1:264
Queens,29,29,1,29Q248,High School,427,2,,,,2,,1:214
Queens,29,29,1,29Q251,Elementary,282,1,,,,1,,1:282
Queens,29,29,1,29Q259,Secondary School,546,,,,,0,,0
Queens,29,29,1,29Q265,High School,476,2,,,,2,,1:238
Queens,29,29,1,29Q268,K-8,569,1,,,,1,,1:569
Queens,29,29,1,29Q270,K-8,652,1,,,,1,,1:652
Queens,29,29,1,29Q272,High School,463,3,,,,3,,1:154
Queens,29,29,1,29Q283,Secondary School,545,3,,,,3,,1:182
Queens,29,29,1,29Q289,Junior High-Intermediate-Middle,230,,,,,0,,0
Queens,29,29,1,29Q295,K-8,503,1,,,,1,,1:503
Queens,29,29,1,29Q313,High School,193,1,,,,1,,1:193
Queens,29,29,1,29Q326,High School,378,2,,,,2,,1:189
Queens,29,29,1,29Q327,Secondary School,456,3,,,,3,,1:114
Queens,29,29,1,29Q355,Junior High-Intermediate-Middle,378,1,,1,1,2,Yes,1:378
Queens,29,29,1,29Q356,Junior High-Intermediate-Middle,345,1,,1,1,2,Yes,1:345
Queens,29,29,1,29Q360,Elementary,56,,,,,0,,0
Queens,29,29,1,29Q492,High School,399,2,,,,2,,1:200
Queens,29,29,1,29Q494,High School,39,,,,,0,,0
Queens,29,29,1,29Q496,High School,25,,,,,0,,0
Queens,29,29,1,29Q498,High School,449,2,,,,2,,1:225
Queens,30,30,2,30Q002,Elementary,566,1,,,,1,,1:566
Queens,30,30,2,30Q010,Junior High-Intermediate-Middle,766,2,,,,2,Yes,1:383
Queens,30,30,2,30Q011,Elementary,1148,,,,,0,,0
Queens,30,30,2,30Q017,Elementary,505,,,,,0,,0
Queens,30,30,2,30Q069,Elementary,1000,,,,,0,,0
Queens,30,30,2,30Q070,Elementary,844,,,,,0,,0
Queens,30,30,2,30Q076,Elementary,464,1,,,,1,,1:464
Queens,30,30,2,30Q078,K-8,520,2,,,,2,,1:520
Queens,30,30,2,30Q084,Elementary,271,,,,,0,,0
Queens,30,30,2,30Q085,Elementary,504,,,,,0,,0
Queens,30,30,2,30Q092,Elementary,813,,,,,0,,0
Queens,30,30,2,30Q111,K-8,251,,,,,0,,0
Queens,30,30,2,30Q112,Elementary,424,1,,,,1,,1:424
Queens,30,30,2,30Q122,K-8,1321,4,,,,4,,1:330
Queens,30,30,2,30Q126,Junior High-Intermediate-Middle,563,2,,,,2,,1:282
Queens,30,30,2,30Q127,K-8,1224,3,,,,3,,1:408
Queens,30,30,2,30Q141,Junior High-Intermediate-Middle,1131,4,,,,4,,1:283
Queens,30,30,2,30Q145,Junior High-Intermediate-Middle,1882,4,,,,4,,1:471
Queens,30,30,2,30Q148,Elementary,924,,,,,0,,0
Queens,30,30,2,30Q149,Elementary,1149,2,,,,2,,1:575
Queens,30,30,2,30Q150,Elementary,1076,2,,,,2,,1:538
Queens,30,30,2,30Q151,Elementary,354,1,,,,1,,1:354
Queens,30,30,2,30Q152,Elementary,1181,1,,,,1,,1:1181
Queens,30,30,2,30Q166,Elementary,1113,2,,,,2,,1:557
Queens,30,30,2,30Q171,Elementary,446,,,,,0,,0
Queens,30,30,2,30Q204,Junior High-Intermediate-Middle,466,2,,,,2,,1:233
Queens,30,30,2,30Q212,Elementary,761,1,,,,1,,1:761
Queens,30,30,2,30Q222,Early Childhood,244,1,,,,1,,1:244
Queens,30,30,2,30Q227,Junior High-Intermediate-Middle,1558,3,,,,3,,1:519
Queens,30,30,2,30Q228,Early Childhood,290,,,,,0,,0
Queens,30,30,2,30Q230,Junior High-Intermediate-Middle,1167,4,,,,4,,1:292
Queens,30,30,2,30Q234,Elementary,548,,,,,0,,0
Queens,30,30,2,30Q235,Junior High-Intermediate-Middle,134,1,,,,1,,1:134
Queens,30,30,2,30Q258,High School,327,2,,,,2,,1:164
Queens,30,30,2,30Q280,Elementary,687,2,,,,2,,1:344
Queens,30,30,2,30Q286,Secondary School,552,2,,,,2,,1:276
Queens,30,30,2,30Q291,Junior High-Intermediate-Middle,366,1,,,,1,,1:183
Queens,30,30,2,30Q301,High School,535,1,,,,1,,1:535
Queens,30,30,2,30Q329,Elementary,231,,,,,0,,0
Queens,30,30,2,30Q361,Elementary,70,,,,,0,,0
Queens,30,30,2,30Q445,High School,2238,10,,,,10,,1:224
Queens,30,30,2,30Q450,High School,1854,9,,,,9,,1:206
Queens,30,30,2,30Q501,High School,817,3,,,,3,,1:272
Queens,30,30,2,30Q502,High School,908,5,,,,5,,1:151
Queens,30,30,2,30Q555,High School,814,5,,,,5,,1:163
Queens,30,30,2,30Q575,High School,874,4,,,,4,,1:219
Queens,30,30,2,30Q580,Secondary School,484,2,,,,2,,1:242
Staten Island,31,31,1,31R001,Elementary,450,1,,,,1,,1:450
Staten Island,31,31,1,31R002,Junior High-Intermediate-Middle,793,2,,,,2,,1:397
Staten Island,31,31,1,31R003,Elementary,851,1,,,,1,,0
Staten Island,31,31,1,31R004,Elementary,697,,,,,0,,0
Staten Island,31,31,1,31R005,Elementary,256,,,,,0,,0
Staten Island,31,31,1,31R006,Elementary,585,,,,,0,,0
Staten Island,31,31,1,31R007,Junior High-Intermediate-Middle,1180,2,,,,2,,1:590
Staten Island,31,31,1,31R008,Elementary,532,,,,,0,,0
Staten Island,31,31,1,31R009,Elementary,176,1,,,,1,,1:176
Staten Island,31,31,1,31R010,Elementary,86,,,,,0,,0
Staten Island,31,31,1,31R011,Elementary,241,,,,,0,,0
Staten Island,31,31,1,31R013,Elementary,802,1,,,,1,,1:802
Staten Island,31,31,1,31R016,Elementary,525,1,,,,1,,1:525
Staten Island,31,31,1,31R018,Elementary,543,,,,,0,,0
Staten Island,31,31,1,31R019,Elementary,592,,,,,0,,0
Staten Island,31,31,1,31R020,Elementary,478,,,,,0,,0
Staten Island,31,31,1,31R021,Elementary,380,,,,,0,,0
Staten Island,31,31,1,31R022,Elementary,976,1,,,,1,,1:976
Staten Island,31,31,1,31R023,Elementary,474,,,,,0,,0
Staten Island,31,31,1,31R024,Junior High-Intermediate-Middle,1272,4,,,,4,,1:318
Staten Island,31,31,1,31R026,Elementary,204,,,,,0,,0
Staten Island,31,31,1,31R027,Junior High-Intermediate-Middle,991,5,,,,5,,1:198
Staten Island,31,31,1,31R028,Secondary School,123,1,,,,1,,1:123
Staten Island,31,31,1,31R029,Elementary,662,,,,,0,,0
Staten Island,31,31,1,31R030,Elementary,752,,,,,0,,0
Staten Island,31,31,1,31R031,Elementary,376,1,,,,1,,1:376
Staten Island,31,31,1,31R032,Elementary,628,,,,,0,,0
Staten Island,31,31,1,31R034,Junior High-Intermediate-Middle,1161,2,,,,2,,1:581
Staten Island,31,31,1,31R035,Elementary,365,,,,,0,,0
Staten Island,31,31,1,31R036,Elementary,825,,,,,0,,0
Staten Island,31,31,1,31R038,Elementary,323,,,,,0,,0
Staten Island,31,31,1,31R039,Elementary,477,1,,,,1,,1:477
Staten Island,31,31,1,31R041,Elementary,633,1,,,,1,,1:633
Staten Island,31,31,1,31R042,Elementary,904,,,,,0,,0
Staten Island,31,31,1,31R044,Elementary,835,1,,,,1,,0
Staten Island,31,31,1,31R045,Elementary,813,,,,,0,,0
Staten Island,31,31,1,31R046,Elementary,268,1,,,,1,,1:268
Staten Island,31,31,1,31R047,High School,488,2,,,,2,,1:244
Staten Island,31,31,1,31R048,K-8,920,3,,,,3,,1:307
Staten Island,31,31,1,31R049,Junior High-Intermediate-Middle,724,3,,,,3,,1:241
Staten Island,31,31,1,31R050,Elementary,785,,,,,0,,0
Staten Island,31,31,1,31R051,Junior High-Intermediate-Middle,1224,3,,,,3,,1:408
Staten Island,31,31,1,31R052,Elementary,446,1,,,,1,,1:446
Staten Island,31,31,1,31R053,Elementary,676,,,,,0,,0
Staten Island,31,31,1,31R054,Elementary,690,,,,,0,,0
Staten Island,31,31,1,31R055,Elementary,593,,,,,0,,0
Staten Island,31,31,1,31R056,Elementary,575,,,,,0,,0
Staten Island,31,31,1,31R057,Elementary,606,,,,,0,,0
Staten Island,31,31,1,31R058,Elementary,717,1,,,,1,,1:717
Staten Island,31,31,1,31R059,Elementary,130,1,,,,1,,1:130
Staten Island,31,31,1,31R060,Elementary,857,,,,,0,,0
Staten Island,31,31,1,31R061,Junior High-Intermediate-Middle,1069,4,,,,4,,1:267
Staten Island,31,31,1,31R062,Elementary,56,,,,,0,,0
Staten Island,31,31,1,31R063,Junior High-Intermediate-Middle,436,3,,,,3,,1:145
Staten Island,31,31,1,31R064,High School,432,3,,,,3,,1:144
Staten Island,31,31,1,31R065,Elementary,359,,,,,0,,0
Staten Island,31,31,1,31R069,Elementary,910,1,,,,1,,1:910
Staten Island,31,31,1,31R072,Junior High-Intermediate-Middle,1289,4,,,,4,,1:322
Staten Island,31,31,1,31R074,Elementary,298,,,,,0,,0
Staten Island,31,31,1,31R075,Junior High-Intermediate-Middle,1365,6,,,,6,,1:273
Staten Island,31,31,1,31R078,Elementary,726,1,,,,1,,1:726
Staten Island,31,31,1,31R080,K-12 All Grades,1276,3,,,,3,,1:425
Staten Island,31,31,1,31R440,High School,2742,10,,,,10,,1:249
Staten Island,31,31,1,31R445,High School,1369,6,,,,6,,1:228
Staten Island,31,31,1,31R450,High School,2325,10,,,,10,,1:258
Staten Island,31,31,1,31R455,High School,3789,17,,,,17,,1:223
Staten Island,31,31,1,31R460,High School,3258,14,,,,14,,1:233
Staten Island,31,31,1,31R470,High School,104,1,,,,1,,1:104
Staten Island,31,31,1,31R600,High School,630,3,,,,3,,1:210
Staten Island,31,31,1,31R605,High School,1274,6,,,,6,,1:212
Staten Island,31,31,1,31R861,K-8,861,2,,,,2,,1:431
Brooklyn,32,32,2,32K045,K-8,679,,,,,0,,0
Brooklyn,32,32,2,32K075,Elementary,377,,,,,0,,0
Brooklyn,32,32,2,32K086,Elementary,402,,,,,0,,0
Brooklyn,32,32,2,32K106,Elementary,445,,,,,0,,0
Brooklyn,32,32,2,32K116,Elementary,495,,,,,0,,0
Brooklyn,32,32,2,32K123,Elementary,678,1,,,,1,,1:678
Brooklyn,32,32,2,32K145,Elementary,638,,,,,0,,0
Brooklyn,32,32,2,32K151,Elementary,270,1,,,,1,,1:270
Brooklyn,32,32,2,32K162,Junior High-Intermediate-Middle,452,1,,,,1,,1:452
Brooklyn,32,32,2,32K168,High School,252,1,,,,1,,1:252
Brooklyn,32,32,2,32K274,Elementary,450,1,,,,1,,1:450
Brooklyn,32,32,2,32K291,Junior High-Intermediate-Middle,323,1,,,,1,,1:323
Brooklyn,32,32,2,32K299,Elementary,259,,,,,0,,0
Brooklyn,32,32,2,32K347,Junior High-Intermediate-Middle,287,1,,,,1,Yes,1:287
Brooklyn,32,32,2,32K349,Junior High-Intermediate-Middle,291,1,,,,1,Yes,1:291
Brooklyn,32,32,2,32K376,Elementary,550,,,,,0,,0
Brooklyn,32,32,2,32K377,K-8,385,1,,,,1,,1:385
Brooklyn,32,32,2,32K383,Junior High-Intermediate-Middle,936,2,,,,2,,1:468
Brooklyn,32,32,2,32K384,K-8,584,,,,,0,,0
Brooklyn,32,32,2,32K403,High School,281,2,,,,2,,1:141
Brooklyn,32,32,2,32K545,High School,498,2,,,,2,,1:249
Brooklyn,32,32,2,32K549,High School,345,2,,,,2,,1:173
Brooklyn,32,32,2,32K552,High School,200,1,,,,1,,1:200
Brooklyn,32,32,2,32K554,Secondary School,379,,,,,0,,0
Brooklyn,32,32,2,32K556,High School,261,2,,,,2,,1:131
Brooklyn,32,32,2,32K562,Junior High-Intermediate-Middle,279,2,,,,2,,1:140
Brooklyn,32,32,2,32K564,High School,165,1,,,,1,,1:165
Brooklyn,75,19,1,75K004,Elementary,317,8,,,,8,,1:40
Brooklyn,75,19,1,75K036,K-12 All Grades,232,3,,,,3,,1:77
Brooklyn,75,15,3,75K053,K-12 All Grades,435,5,,,,5,,1:87
Brooklyn,75,22,2,75K077,K-12 All Grades,277,3,,,,3,,1:92
Brooklyn,75,13,2,75K140,K-8,240,3,,,,3,,1:60
Brooklyn,75,17,1,75K141,K-12 All Grades,346,3,,,,3,,1:115
Brooklyn,75,20,3,75K231,K-8,326,5,,,,5,,1:65
Brooklyn,75,14,2,75K368,K-12 All Grades,184,3,,,,3,,1:61
Brooklyn,75,15,3,75K369,K-12 All Grades,606,4,,,,4,,1:152
Brooklyn,75,21,2,75K370,K-12 All Grades,221,4,,,,4,,1:55
Brooklyn,75,15,3,75K371,High School,209,2,,,,2,,1:209
Brooklyn,75,15,3,75K372,Elementary,205,1,,,,1,,1:205
Brooklyn,75,14,2,75K373,High School,357,2,,,,2,,1:179
Brooklyn,75,23,3,75K396,K-8,288,2,,,,2,,1:144
Brooklyn,75,21,2,75K721,High School,508,4,,,,4,,1:102
Brooklyn,75,13,2,75K753,High School,146,3,,,,3,,1:49
Brooklyn,75,21,2,75K771,K-12 All Grades,411,7,,,,7,,1:59
Brooklyn,75,22,2,75K811,Secondary School,306,3,,,,3,,1:102
Manhattan,75,2,3,75M035,K-12 All Grades,175,4,,,,4,,1:44
Manhattan,75,5,2,75M079,Secondary School,253,2,,,,2,,1:127
Manhattan,75,2,3,75M094,K-12 All Grades,364,1,,,,1,,1:182
Manhattan,75,5,2,75M138,K-12 All Grades,580,2,,,,2,,1:290
Manhattan,75,2,3,75M169,K-12 All Grades,314,1,,,,1,,1:314
Manhattan,75,2,3,75M226,K-12 All Grades,237,4,,,,4,,1:59
Manhattan,75,8,1,75M401,K-12 All Grades,22,1,,,,1,,1:22
Manhattan,75,2,3,75M501,K-12 All Grades,56,,,,,0,,0
Manhattan,75,2,3,75M721,Secondary School,172,3,,,,3,,1:57
Manhattan,75,1,2,75M751,High School,156,2,,,,2,,1:78
Manhattan,75,3,2,75M811,K-8,315,3,,,,3,,1:105
Queens,75,26,2,75Q004,K-8,375,4,,,,4,,1:94
Queens,75,24,3,75Q009,K-8,594,6,,,,6,,1:99
Queens,75,26,2,75Q023,K-12 All Grades,188,4,,,,4,,1:38
Queens,75,24,3,75Q075,K-8,501,7,,,,7,,1:72
Queens,75,26,2,75Q177,K-12 All Grades,471,5,,,,5,,1:118
Queens,75,26,2,75Q224,K-8,333,5,,,,5,,1:67
Queens,75,28,3,75Q233,K-12 All Grades,411,3,,,,3,,1:137
Queens,75,25,1,75Q255,K-12 All Grades,401,9,,,,9,,1:50
Queens,75,0,3,75Q256,K-12 All Grades,384,6,,,,6,,1:64
Queens,75,30,2,75Q277,K-12 All Grades,192,4,,,,4,,1:38
Queens,75,24,3,75Q721,High School,463,4,,,,4,,1:116
Queens,75,28,3,75Q752,High School,301,4,,,,4,,1:75
Queens,75,26,2,75Q811,K-12 All Grades,397,6,,,,6,,1:99
Queens,75,26,2,75Q993,K-12 All Grades,514,4,,,,4,,1:129
Staten Island,75,31,1,75R025,K-12 All Grades,450,2,,,,2,,1:225
Staten Island,75,31,1,75R037,K-12 All Grades,352,4,,,,4,,1:88
Staten Island,75,31,1,75R373,K-8,455,2,,,,2,,1:228
Staten Island,75,31,1,75R721,Secondary School,412,5,,,,5,,1:82
Bronx,75,8,1,75X010,K-12 All Grades,473,10,,,,10,,1:47
Bronx,75,11,3,75X012,Secondary School,235,2,,,,2,,1:118
Bronx,75,7,2,75X017,K-8,389,3,,,,3,,1:130
Bronx,75,7,2,75X168,K-12 All Grades,434,4,,,,4,,1:145
Bronx,75,11,3,75X176,K-12 All Grades,801,9,,,,9,,1:89
Bronx,75,12,2,75X186,K-12 All Grades,571,5,,,,5,,1:114
Bronx,75,10,3,75X188,K-12 All Grades,414,5,,,,5,,1:83
Bronx,75,12,2,75X352,K-8,492,3,,,,3,,1:164
Bronx,75,10,3,75X469,Elementary,186,3,,,,3,,1:62
Bronx,75,11,3,75X721,High School,526,2,,,,2,,1:263
Bronx,75,11,3,75X723,K-12 All Grades,393,2,,,,2,,1:197
Bronx,75,7,2,75X754,High School,392,7,,,,7,,1:56
Bronx,75,12,2,75X811,Secondary School,599,3,,,,3,,1:200
